t,segment,target,sample,alarm,j0,j1,j2,j3,j4,j5,x,y,z,a,b,c,q_speed_norm_deg_s,tcp_speed_norm_mm_s,sigma_min,sigma_max,condition,manip_6d,manip_trans
6.18858171,cycle1_default_to_reload,Reload,196,0,35.837402,52.404785,-123.024902,34.82666,29.487305,10.393066,282.365681,219.948041,203.514154,-151.93622,16.5523849,-62.12732,23.3330949,28.6380137,,,,,
6.21369648,cycle1_default_to_reload,Reload,197,0,35.749512,52.492676,-122.937012,34.716797,29.157715,10.393066,282.544728,219.811676,203.872811,-151.97228,16.5049858,-61.8722848,15.102931,16.859592,,,,,
6.23878384,cycle1_default_to_reload,Reload,198,0,35.595703,52.646484,-122.849121,34.562988,28.630371,10.349121,282.773214,219.412754,204.381094,-152.090319,16.4158926,-61.4492835,23.8738406,27.3182836,,,,,
6.26388717,cycle1_default_to_reload,Reload,199,0,35.507812,52.734375,-122.739258,34.40918,28.300781,10.349121,282.942387,219.338542,204.784665,-152.104026,16.3053921,-61.2178084,15.9244778,17.6806429,,,,,
6.28898931,cycle1_default_to_reload,Reload,200,0,35.354004,52.888184,-122.629395,34.233398,27.79541,10.305176,283.209827,218.984449,205.362945,-152.186214,16.1857417,-60.8462741,23.4875708,29.0378755,,,,,
6.31408978,cycle1_default_to_reload,Reload,201,0,35.244141,52.976074,-122.541504,34.145508,27.443848,10.305176,283.481572,218.720588,205.715556,-152.238475,16.1939179,-60.5708515,15.8780764,20.6170023,,,,,
6.33919168,cycle1_default_to_reload,Reload,202,0,35.15625,53.085938,-122.475586,33.991699,27.114258,10.305176,283.533681,218.558536,206.11155,-152.274936,16.0783913,-60.3247621,15.7561136,17.171226,,,,,
6.3642962,cycle1_default_to_reload,Reload,203,0,35.024414,53.217773,-122.321777,33.837891,26.608887,10.283203,283.855711,218.370485,206.710725,-152.322988,15.9870683,-59.9599937,23.1568443,28.1123233,,,,,
6.38938737,cycle1_default_to_reload,Reload,204,0,34.914551,53.327637,-122.255859,33.706055,26.279297,10.283203,284.021258,218.08275,207.115548,-152.362575,15.9311822,-59.7205564,15.6652354,20.8649349,,,,,
6.41509604,cycle1_default_to_reload,Reload,205,0,34.73877,53.525391,-122.124023,33.486328,25.598145,10.239258,284.221628,217.694528,207.819049,-152.488296,15.7596944,-59.192037,30.1690587,32.2115888,,,,,
6.44020939,cycle1_default_to_reload,Reload,206,0,34.694824,53.569336,-122.058105,33.398438,25.422363,10.217285,284.305257,217.674548,208.039973,-152.501032,15.6563602,-59.0832532,8.66147778,9.43985759,,,,,
6.46529245,cycle1_default_to_reload,Reload,207,0,34.49707,53.76709,-121.904297,33.156738,24.763184,10.195312,284.62753,217.217118,208.813165,-152.586742,15.5120462,-58.6084689,30.7597831,38.0505864,,,,,
6.49036169,cycle1_default_to_reload,Reload,208,0,34.453125,53.811035,-121.860352,33.112793,24.587402,10.195312,284.715385,217.131287,208.992915,-152.61131,15.497861,-58.4705377,7.83948093,8.68417074,,,,,
6.51613498,cycle1_default_to_reload,Reload,209,0,34.255371,54.008789,-121.706543,32.849121,23.90625,10.17334,284.979289,216.676273,209.743132,-152.711286,15.3162444,-57.9734663,30.9389494,35.5502373,,,,,
6.54124761,cycle1_default_to_reload,Reload,210,0,34.211426,54.052734,-121.662598,32.805176,23.752441,10.151367,285.083846,216.585638,209.940381,-152.731679,15.2747197,-57.8718957,7.10824774,9.59454258,,,,,
6.56633162,cycle1_default_to_reload,Reload,211,0,34.013672,54.250488,-121.508789,32.541504,23.071289,10.129395,285.340751,216.119713,210.692515,-152.832398,15.0897296,-57.3788646,31.7891016,36.7285251,,,,,
6.59145427,cycle1_default_to_reload,Reload,212,0,33.969727,54.316406,-121.464844,32.519531,22.895508,10.129395,285.464028,216.023297,210.989579,-152.834624,15.1068458,-57.2587617,7.91996917,13.3651561,,,,,
6.61664367,cycle1_default_to_reload,Reload,213,0,33.771973,54.51416,-121.311035,32.277832,22.192383,10.107422,285.727636,215.539206,211.736836,-152.947671,14.9476446,-56.7377864,32.1332537,36.8631841,,,,,
6.64540625,cycle1_default_to_reload,Reload,214,0,33.640137,54.645996,-121.179199,32.102051,21.687012,10.085449,285.92743,215.275375,212.282208,-153.019771,14.8071729,-56.3738983,20.2405923,22.1791931,,,,,
6.67051601,cycle1_default_to_reload,Reload,215,0,33.530273,54.733887,-121.091309,31.970215,21.335449,10.085449,286.107218,214.994873,212.629182,-153.074469,14.7392057,-56.1172541,16.3475697,19.1573236,,,,,
6.69560742,cycle1_default_to_reload,Reload,216,0,33.442383,54.84375,-121.025391,31.838379,21.005859,10.063477,286.16711,214.783199,213.039119,-153.122426,14.6143556,-55.8903574,15.4680186,18.5415009,,,,,
6.72070932,cycle1_default_to_reload,Reload,217,0,33.33252,54.931641,-120.959473,31.728516,20.654297,10.041504,286.316242,214.449326,213.336711,-153.20544,14.5466545,-55.6190219,15.9494047,18.7817836,,,,,
6.74579954,cycle1_default_to_reload,Reload,218,0,33.134766,55.129395,-120.783691,31.486816,19.951172,9.997559,286.621245,213.976865,214.149688,-153.307328,14.3514875,-55.1337829,32.4735455,39.3987332,,,,,
6.77484417,cycle1_default_to_reload,Reload,219,0,33.00293,55.283203,-120.651855,31.311035,19.423828,9.975586,286.793952,213.697611,214.789843,-153.37233,14.2034946,-54.7678749,20.8830655,24.7705125,,,,,
6.79994655,cycle1_default_to_reload,Reload,220,0,32.915039,55.371094,-120.585938,31.179199,19.072266,9.953613,286.822027,213.473027,215.079086,-153.454443,14.0717917,-54.4964071,15.9970729,14.6309056,,,,,
6.82504964,cycle1_default_to_reload,Reload,221,0,32.805176,55.480957,-120.476074,31.091309,18.742676,9.953613,287.140061,213.198647,215.632647,-153.453018,14.0666352,-54.307088,15.5596177,27.6810758,,,,,
6.85017347,cycle1_default_to_reload,Reload,222,0,32.695312,55.568848,-120.410156,30.959473,18.391113,9.931641,287.247071,212.859765,215.922561,-153.538142,13.9637726,-54.0434844,16.1973676,18.2548294,,,,,
6.87559938,cycle1_default_to_reload,Reload,223,0,32.519531,55.766602,-120.256348,30.739746,17.687988,9.909668,287.423076,212.421629,216.69169,-153.649858,13.7900327,-53.5313825,31.385455,35.4951488,,,,,
6.90070653,cycle1_default_to_reload,Reload,224,0,32.409668,55.854492,-120.168457,30.585938,17.336426,9.909668,287.553969,212.122544,217.03216,-153.708969,13.6841109,-53.2872175,16.6509385,18.7876584,,,,,
6.92580104,cycle1_default_to_reload,Reload,225,0,32.299805,55.964355,-120.080566,30.476074,16.984863,9.887695,287.75191,211.808185,217.501129,-153.751479,13.6120372,-53.0628757,16.3340576,23.8409161,,,,,
6.95276475,cycle1_default_to_reload,Reload,226,0,32.124023,56.162109,-119.926758,30.212402,16.281738,9.887695,287.851972,211.367523,218.25056,-153.861454,13.4003874,-52.5578894,30.0740222,32.4556126,,,,,
6.97787976,cycle1_default_to_reload,Reload,227,0,32.01416,56.25,-119.86084,30.102539,15.930176,9.84375,287.980844,211.006093,218.553645,-153.953002,13.29636,-52.3012552,16.0129363,19.4695715,,,,,
7.00306988,cycle1_default_to_reload,Reload,228,0,31.882324,56.403809,-119.729004,29.926758,15.380859,9.821777,288.108772,210.690164,219.185493,-154.03337,13.135557,-51.9192412,24.8406667,28.5000574,,,,,
7.02817273,cycle1_default_to_reload,Reload,229,0,31.772461,56.491699,-119.641113,29.816895,15.029297,9.799805,288.294323,210.361171,219.550886,-154.097047,13.0598547,-51.6782444,16.1160493,20.9349261,,,,,
7.0537169,cycle1_default_to_reload,Reload,230,0,31.618652,56.645508,-119.53125,29.641113,14.47998,9.777832,288.436578,209.888786,220.123036,-154.200819,12.9265373,-51.2845113,24.5265643,29.5751536,,,,,
7.07880855,cycle1_default_to_reload,Reload,231,0,31.530762,56.733398,-119.443359,29.487305,14.128418,9.777832,288.474222,209.677859,220.465064,-154.260221,12.7864786,-51.0408856,16.4528012,16.08493,,,,,
7.10392141,cycle1_default_to_reload,Reload,232,0,31.442871,56.843262,-119.377441,29.377441,13.754883,9.777832,288.49687,209.418321,220.860879,-154.326032,12.7054273,-50.7602852,16.6931111,18.8691503,,,,,
7.13249993,cycle1_default_to_reload,Reload,233,0,31.245117,57.041016,-119.20166,29.135742,13.07373,9.755859,288.763693,208.854942,221.70347,-154.416365,12.5205388,-50.3265482,27.8171687,36.6749974,,,,,
7.15759325,cycle1_default_to_reload,Reload,234,0,31.201172,57.084961,-119.179688,29.091797,12.875977,9.733887,288.747093,208.700999,221.817089,-154.481054,12.4640118,-50.1555493,8.53461492,7.65346863,,,,,
7.18267131,cycle1_default_to_reload,Reload,235,0,31.003418,57.282715,-119.003906,28.850098,12.172852,9.689941,288.986566,208.128113,222.646286,-154.591641,12.244763,-49.7023405,32.4892809,41.3074782,,,,,
7.20776701,cycle1_default_to_reload,Reload,236,0,30.959473,57.32666,-118.959961,28.762207,11.99707,9.689941,288.985614,208.017735,222.811113,-154.624167,12.1580207,-49.5851372,8.39804792,7.90469665,,,,,
7.23284864,cycle1_default_to_reload,Reload,237,0,30.761719,57.524414,-118.806152,28.520508,11.293945,9.689941,289.15737,207.396727,223.579248,-154.74137,11.9951636,-49.101473,32.2594235,39.9729863,,,,,
7.25795054,cycle1_default_to_reload,Reload,238,0,30.651855,57.612305,-118.718262,28.410645,10.942383,9.645996,289.325626,207.042176,223.948721,-154.814402,11.8850759,-48.8739469,16.1878282,21.4726977,,,,,
7.28305697,cycle1_default_to_reload,Reload,239,0,30.52002,57.766113,-118.586426,28.212891,10.437012,9.624023,289.431447,206.679703,224.602915,-154.880514,11.6893677,-48.5697487,23.6784276,30.0859537,,,,,
7.30815458,cycle1_default_to_reload,Reload,240,0,30.432129,57.854004,-118.520508,28.081055,10.063477,9.602051,289.404958,206.401269,224.882655,-154.978684,11.5437385,-48.2851225,16.7719385,15.761569,,,,,
7.33326244,cycle1_default_to_reload,Reload,241,0,30.27832,58.007812,-118.410645,27.927246,9.558105,9.602051,289.58659,205.874242,225.502402,-155.053514,11.467922,-47.9520069,23.1703425,33.1994376,,,,,
7.35837889,cycle1_default_to_reload,Reload,242,0,30.19043,58.117676,-118.322754,27.817383,9.206543,9.580078,289.669918,205.62064,225.97829,-155.098609,11.3550603,-47.7367366,16.1073423,21.7245395,,,,,
7.38346457,cycle1_default_to_reload,Reload,243,0,30.036621,58.249512,-118.212891,27.619629,8.701172,9.558105,289.782502,205.093859,226.4655,-155.208453,11.1872717,-47.4000085,23.51929,28.9537456,,,,,
7.40856123,cycle1_default_to_reload,Reload,244,0,29.94873,58.359375,-118.103027,27.487793,8.349609,9.558105,289.891681,204.873517,226.989994,-155.232506,11.0720085,-47.2072529,16.5656661,23.0819226,,,,,
7.43364382,cycle1_default_to_reload,Reload,245,0,29.794922,58.491211,-117.993164,27.312012,7.844238,9.51416,290.030139,204.334081,227.491683,-155.346487,10.9045022,-46.8739457,23.2926897,29.8840365,,,,,
7.4587481,cycle1_default_to_reload,Reload,246,0,29.707031,58.601074,-117.905273,27.180176,7.492676,9.51416,290.075337,204.072793,227.953668,-155.390711,10.7887113,-46.6609225,16.3511043,21.2185588,,,,,
7.48386216,cycle1_default_to_reload,Reload,247,0,29.619141,58.688965,-117.839355,27.04834,7.141113,9.492188,290.058134,203.774292,228.248133,-155.479845,10.6438357,-46.4102373,15.9896619,16.7098939,,,,,
7.51101398,cycle1_default_to_reload,Reload,248,0,29.421387,58.886719,-117.685547,26.828613,6.481934,9.470215,290.261313,203.084849,229.062319,-155.586429,10.4797401,-46.003245,28.1730961,39.9992494,,,,,
7.53612685,cycle1_default_to_reload,Reload,249,0,29.377441,58.930664,-117.619629,26.784668,6.328125,9.470215,290.392719,202.979258,229.333014,-155.584517,10.4548105,-45.9332352,7.32042244,12.6984265,,,,,
7.56180382,cycle1_default_to_reload,Reload,250,0,29.179688,59.128418,-117.46582,26.542969,5.625,9.448242,290.516694,202.284711,230.104975,-155.71939,10.2525985,-45.4757611,31.5230833,40.7289501,,,,,
7.58690763,cycle1_default_to_reload,Reload,251,0,29.069824,59.238281,-117.399902,26.433105,5.29541,9.42627,290.62091,201.859051,230.533092,-155.77863,10.1698623,-45.280596,15.4107685,24.4043704,,,,,
7.61325741,cycle1_default_to_reload,Reload,252,0,28.937988,59.39209,-117.268066,26.235352,4.790039,9.404297,290.693003,201.438679,231.187427,-155.855179,9.967165,-44.9928579,22.5611321,29.6422109,,,,,
7.63837576,cycle1_default_to_reload,Reload,253,0,28.828125,59.47998,-117.202148,26.081543,4.438477,9.382324,290.712558,201.01404,231.465765,-155.954388,9.82061729,-44.7578624,16.5050163,20.2285562,,,,,
7.66346169,cycle1_default_to_reload,Reload,254,0,28.740234,59.567871,-117.114258,25.97168,4.108887,9.382324,290.79523,200.725797,231.852682,-156.005881,9.73666019,-44.5524106,15.1203085,19.5134434,,,,,
7.69012809,cycle1_default_to_reload,Reload,255,0,28.564453,59.765625,-116.960449,25.72998,3.449707,9.338379,290.865822,200.111984,232.651231,-156.12779,9.47866756,-44.1607913,28.7687033,37.8629538,,,,,
7.71524262,cycle1_default_to_reload,Reload,256,0,28.45459,59.875488,-116.872559,25.64209,3.098145,9.360352,291.029166,199.704202,233.145371,-156.164234,9.48030309,-43.9450034,16.1085461,26.326084,,,,,
7.74035621,cycle1_default_to_reload,Reload,257,0,28.366699,59.963379,-116.784668,25.510254,2.768555,9.316406,291.076721,199.40951,233.516189,-156.235058,9.30610361,-43.759411,15.4791319,18.9553323,,,,,
7.76543713,cycle1_default_to_reload,Reload,258,0,28.256836,60.073242,-116.696777,25.400391,2.438965,9.294434,291.227915,198.998391,234.007402,-156.279381,9.22104954,-43.5918801,15.5979915,26.2412855,,,,,
7.7905128,cycle1_default_to_reload,Reload,259,0,28.059082,60.270996,-116.564941,25.136719,1.757812,9.272461,291.250025,198.221527,234.711563,-156.435808,8.98888844,-43.1586056,31.6423776,41.8228565,,,,,
7.81559539,cycle1_default_to_reload,Reload,260,0,27.971191,60.358887,-116.477051,25.026855,1.40625,9.272461,291.300993,197.917089,235.085781,-156.501081,8.90042165,-42.9278774,15.8894157,19.3399996,,,,,
7.84070086,cycle1_default_to_reload,Reload,261,0,27.883301,60.46875,-116.38916,24.873047,1.07666,9.228516,291.311143,197.611223,235.542308,-156.561837,8.69481599,-42.7741879,16.0190299,21.8921383,,,,,
7.86579156,cycle1_default_to_reload,Reload,262,0,27.729492,60.600586,-116.279297,24.697266,0.571289,9.228516,291.405448,197.003524,236.044159,-156.673904,8.58128798,-42.4446074,23.219212,31.6354016,,,,,
7.8909049,cycle1_default_to_reload,Reload,263,0,27.619629,60.710449,-116.191406,24.587402,0.241699,9.206543,291.546422,196.577957,236.534806,-156.721168,8.49536851,-42.2806014,15.5778656,26.4646728,,,,,
7.91599584,cycle1_default_to_reload,Reload,264,0,27.531738,60.820312,-116.103516,24.455566,-0.109863,9.18457,291.559832,196.263171,236.994834,-156.782587,8.34584933,-42.0876896,16.3832187,22.2223947,,,,,
7.94110084,cycle1_default_to_reload,Reload,265,0,27.333984,61.018066,-115.949707,24.213867,-0.791016,9.18457,291.650544,195.483716,237.777777,-156.916482,8.17167227,-41.6735648,31.4718266,44.15466,,,,,
7.96620131,cycle1_default_to_reload,Reload,266,0,27.246094,61.105957,-115.861816,24.104004,-1.142578,9.162598,291.691441,195.162902,238.152303,-156.99067,8.05267777,-41.4523843,15.9021964,19.714271,,,,,
7.99129653,cycle1_default_to_reload,Reload,267,0,27.092285,61.259766,-115.773926,23.928223,-1.669922,9.140625,291.687838,194.503062,238.679833,-157.122696,7.90554078,-41.1033294,24.0583119,33.6638406,,,,,
8.01636338,cycle1_default_to_reload,Reload,268,0,27.004395,61.347656,-115.686035,23.774414,-1.999512,9.118652,291.689357,194.176598,239.030315,-157.200049,7.73056667,-40.9248665,15.7537569,19.1079705,,,,,
8.04144216,cycle1_default_to_reload,Reload,269,0,26.850586,61.501465,-115.554199,23.57666,-2.548828,9.09668,291.749944,193.569561,239.654499,-157.316013,7.54837605,-40.6021711,25.4082161,34.802119,,,,,
8.06653857,cycle1_default_to_reload,Reload,270,0,26.740723,61.589355,-115.488281,23.466797,-2.878418,9.09668,291.820095,193.095506,239.977269,-157.39597,7.49406475,-40.388379,15.1646114,23.0224074,,,,,
8.09162545,cycle1_default_to_reload,Reload,271,0,26.652832,61.699219,-115.400391,23.356934,-3.22998,9.052734,291.84948,192.759993,240.45444,-157.4609,7.34371178,-40.1997545,16.1975248,23.2814469,,,,,
8.11672258,cycle1_default_to_reload,Reload,272,0,26.499023,61.831055,-115.268555,23.15918,-3.757324,9.052734,291.927494,192.142248,240.987981,-157.58062,7.19616286,-39.8788845,24.4201617,32.6721143,,,,,
8.14183092,cycle1_default_to_reload,Reload,273,0,26.411133,61.940918,-115.224609,23.027344,-4.086914,9.030762,291.827145,191.740706,241.329288,-157.671416,7.05221929,-39.672543,15.333234,21.3660603,,,,,
8.1680665,cycle1_default_to_reload,Reload,274,0,26.213379,62.116699,-115.048828,22.807617,-4.790039,9.008789,291.955819,190.944238,242.078525,-157.824421,6.8743671,-39.2381112,30.58932,41.9671908,,,,,
8.19316244,cycle1_default_to_reload,Reload,275,0,26.169434,62.182617,-115.004883,22.741699,-4.96582,9.008789,291.950543,190.769073,242.358229,-157.847785,6.81395156,-39.1546962,8.30614833,13.1522602,,,,,
8.21824551,cycle1_default_to_reload,Reload,276,0,25.97168,62.380371,-114.851074,22.478027,-5.668945,8.964844,291.952085,189.927478,243.105609,-158.022378,6.5478502,-38.7406742,32.5771528,44.872884,,,,,
8.24359441,cycle1_default_to_reload,Reload,277,0,25.927734,62.424316,-114.807129,22.412109,-5.844727,8.964844,291.949479,189.751437,243.282974,-158.063032,6.48885175,-38.6331392,7.99161075,9.85881974,,,,,
8.26868129,cycle1_default_to_reload,Reload,278,0,25.72998,62.62207,-114.65332,22.192383,-6.569824,8.920898,291.977739,188.902094,244.057488,-158.235206,6.27795645,-38.1783647,32.8185332,45.8329891,,,,,
8.29394579,cycle1_default_to_reload,Reload,279,0,25.686035,62.666016,-114.609375,22.104492,-6.745605,8.920898,291.945913,188.721242,244.21461,-158.283825,6.19011721,-38.0777612,8.34191307,9.56584014,,,,,
8.31904006,cycle1_default_to_reload,Reload,280,0,25.488281,62.86377,-114.455566,21.862793,-7.470703,8.898926,291.939322,187.858999,244.968604,-158.460287,5.98097856,-37.6254564,33.0185471,45.6451782,,,,,
8.34412766,cycle1_default_to_reload,Reload,281,0,25.422363,62.907715,-114.411621,21.818848,-7.646484,8.876953,292.032946,187.567674,245.166171,-158.502337,5.9514948,-37.5235067,8.12216798,14.5185873,,,,,
8.36922526,cycle1_default_to_reload,Reload,282,0,25.246582,63.127441,-114.257812,21.577148,-8.349609,8.85498,291.963579,186.804582,246.03268,-158.652362,5.71439507,-37.1222129,32.2745361,46.0881239,,,,,
8.39440989,cycle1_default_to_reload,Reload,283,0,25.158691,63.215332,-114.169922,21.445312,-8.723145,8.833008,291.926476,186.434552,246.374942,-158.752114,5.56383218,-36.8857683,16.8726592,20.068324,,,,,
8.41949701,cycle1_default_to_reload,Reload,284,0,25.004883,63.369141,-114.060059,21.269531,-9.250488,8.833008,291.93489,185.736373,246.962576,-158.875694,5.44822836,-36.5670007,24.1932084,36.3772304,,,,,
8.44458318,cycle1_default_to_reload,Reload,285,0,24.89502,63.457031,-113.994141,21.137695,-9.624023,8.811035,291.906345,185.221109,247.239866,-158.995002,5.33027439,-36.3112771,16.9840757,23.3528563,,,,,
8.46966457,cycle1_default_to_reload,Reload,286,0,24.763184,63.61084,-113.862305,20.961914,-10.151367,8.811035,291.897506,184.65457,247.891792,-159.101894,5.18330327,-36.0136718,24.1670355,34.4376177,,,,,
8.49945402,cycle1_default_to_reload,Reload,287,0,24.609375,63.764648,-113.730469,20.786133,-10.678711,8.76709,291.956088,183.971142,248.543443,-159.222137,5.00654964,-35.7332673,20.5735847,31.7604353,,,,,
8.52455044,cycle1_default_to_reload,Reload,288,0,24.521484,63.852539,-113.642578,20.654297,-11.030273,8.76709,291.932933,183.586931,248.89632,-159.310735,4.89119899,-35.5232012,16.143962,20.8071428,,,,,
8.54963613,cycle1_default_to_reload,Reload,289,0,24.367676,64.006348,-113.554688,20.478516,-11.557617,8.745117,291.867613,182.841662,249.417583,-159.458903,4.7488219,-35.1868639,24.0674479,36.3480073,,,,,
8.57470417,cycle1_default_to_reload,Reload,290,0,24.257812,64.116211,-113.466797,20.368652,-11.887207,8.745117,291.953096,182.341867,249.903142,-159.518346,4.69491189,-35.0319269,15.5813917,28.0056836,,,,,
8.59979939,cycle1_default_to_reload,Reload,291,0,24.125977,64.248047,-113.334961,20.192871,-12.436523,8.679199,291.915033,181.756898,250.442714,-159.668374,4.45661937,-34.6977752,24.857565,31.7481724,,,,,
8.62488699,cycle1_default_to_reload,Reload,292,0,24.038086,64.35791,-113.269043,20.039062,-12.788086,8.701172,291.793378,181.327792,250.807413,-159.763841,4.3450783,-34.4906075,16.5252928,22.9651385,,,,,
8.6501739,cycle1_default_to_reload,Reload,293,0,23.884277,64.489746,-113.137207,19.885254,-13.293457,8.657227,291.890897,180.629205,251.390721,-159.886373,4.20389411,-34.210387,23.0390367,36.1967658,,,,,
8.67529607,cycle1_default_to_reload,Reload,294,0,23.774414,64.599609,-113.071289,19.775391,-13.64502,8.657227,291.88688,180.092271,251.799553,-159.972724,4.14941192,-34.0008179,16.1274302,26.8637691,,,,,
8.70035958,cycle1_default_to_reload,Reload,295,0,23.642578,64.753418,-112.939453,19.577637,-14.150391,8.657227,291.850514,179.485263,252.436811,-160.088542,3.98197775,-33.7456591,23.7027829,35.1442955,,,,,
8.72546291,cycle1_default_to_reload,Reload,296,0,23.532715,64.841309,-112.873535,19.445801,-14.501953,8.635254,291.82488,178.941843,252.722776,-160.204337,3.87155867,-33.5224716,16.2105544,24.4829871,,,,,
8.75055265,cycle1_default_to_reload,Reload,297,0,23.400879,64.995117,-112.741699,19.291992,-15.007324,8.591309,291.834665,178.337284,253.404886,-160.312481,3.6996182,-33.2650158,23.2200931,36.3302312,,,,,
8.77565694,cycle1_default_to_reload,Reload,298,0,23.291016,65.083008,-112.675781,19.160156,-15.358887,8.591309,291.805593,177.789028,253.690422,-160.425108,3.62072466,-33.036949,16.1863253,24.6506923,,,,,
8.80074477,cycle1_default_to_reload,Reload,299,0,23.137207,65.236816,-112.565918,18.984375,-15.864258,8.569336,291.794059,177.034705,254.283578,-160.557447,3.4854486,-32.7606694,23.4519415,38.2524777,,,,,
8.82585049,cycle1_default_to_reload,Reload,300,0,23.049316,65.34668,-112.478027,18.852539,-16.193848,8.547363,291.766346,176.616017,254.742861,-160.634733,3.34587986,-32.6163842,15.6316892,24.7792267,,,,,
8.8509469,cycle1_default_to_reload,Reload,301,0,22.961426,65.43457,-112.390137,18.720703,-16.523438,8.547363,291.746189,176.198865,255.102953,-160.723036,3.23921714,-32.4405814,15.3903956,21.9729275,,,,,
8.87880707,cycle1_default_to_reload,Reload,302,0,22.763672,65.632324,-112.258301,18.500977,-17.20459,8.503418,291.670667,175.204468,255.827814,-160.915908,3.04962153,-32.0338985,28.0285303,44.2518591,,,,,
8.90391922,cycle1_default_to_reload,Reload,303,0,22.675781,65.742188,-112.17041,18.369141,-17.53418,8.503418,291.637741,174.777518,256.285568,-160.991714,2.94235844,-31.8856089,15.6031674,24.960988,,,,,
8.92930794,cycle1_default_to_reload,Reload,304,0,22.565918,65.830078,-112.08252,18.259277,-17.885742,8.481445,291.681555,174.24553,256.658588,-161.088,2.86130126,-31.6835153,15.9345952,25.6496102,,,,,
8.95497417,cycle1_default_to_reload,Reload,305,0,22.368164,66.027832,-111.928711,18.017578,-18.544922,8.459473,291.651103,173.255904,257.433104,-161.26755,2.67981898,-31.3371479,30.0609067,48.9765845,,,,,
8.98006511,cycle1_default_to_reload,Reload,306,0,22.280273,66.137695,-111.862793,17.86377,-18.896484,8.4375,291.507418,172.788381,257.789715,-161.382597,2.51486909,-31.1445595,16.5230458,24.1244728,,,,,
9.00517106,cycle1_default_to_reload,Reload,307,0,22.17041,66.225586,-111.774902,17.753906,-19.248047,8.415527,291.545252,172.248713,258.162261,-161.480705,2.4354465,-30.9429208,16.1141159,26.1634757,,,,,
9.03027129,cycle1_default_to_reload,Reload,308,0,22.038574,66.379395,-111.665039,17.578125,-19.731445,8.415527,291.465663,171.575324,258.760612,-161.606609,2.31017843,-30.6900048,22.4552292,36.0286886,,,,,
9.05537748,cycle1_default_to_reload,Reload,309,0,21.928711,66.467285,-111.577148,17.468262,-20.083008,8.393555,291.499708,171.031091,259.132993,-161.705799,2.23177303,-30.4886273,16.1139413,26.3009091,,,,,
9.08045602,cycle1_default_to_reload,Reload,310,0,21.818848,66.577148,-111.51123,17.336426,-20.412598,8.371582,291.462677,170.451713,259.522194,-161.8072,2.13037802,-30.3247274,15.6975883,27.870352,,,,,
9.10734677,cycle1_default_to_reload,Reload,311,0,21.621094,66.774902,-111.335449,17.094727,-21.09375,8.349609,291.44624,169.455475,260.348236,-161.989952,1.95052162,-29.9776364,29.5630472,48.1302464,,,,,
9.13247514,cycle1_default_to_reload,Reload,312,0,21.533203,66.862793,-111.269531,16.984863,-21.42334,8.327637,291.374168,168.994417,260.664339,-162.092942,1.84802283,-29.7745785,14.942055,22.430436,,,,,
9.15755844,cycle1_default_to_reload,Reload,313,0,21.42334,66.972656,-111.203613,16.875,-21.774902,8.305664,291.331483,168.41396,261.06787,-162.19427,1.77185634,-29.573529,16.1761191,28.2351172,,,,,
9.18376017,cycle1_default_to_reload,Reload,314,0,21.225586,67.17041,-111.027832,16.633301,-22.456055,8.283691,291.303291,167.402853,261.892299,-162.381183,1.595871,-29.2273728,30.3405027,49.8028089,,,,,
9.20887709,cycle1_default_to_reload,Reload,315,0,21.137695,67.258301,-110.961914,16.501465,-22.785645,8.283691,291.203028,166.92689,262.182256,-162.493315,1.50002896,-29.0268736,15.2026754,22.5455847,,,,,
9.23399687,cycle1_default_to_reload,Reload,316,0,21.027832,67.368164,-110.874023,16.369629,-23.137207,8.261719,291.188624,166.353272,262.62463,-162.594515,1.39773622,-28.8610281,16.5734682,28.8428875,,,,,
9.25912333,cycle1_default_to_reload,Reload,317,0,20.939941,67.456055,-110.808105,16.281738,-23.48877,8.239746,291.108628,165.88905,262.956546,-162.697069,1.32096541,-28.6204737,15.4959049,22.9342289,,,,,
9.28423667,cycle1_default_to_reload,Reload,318,0,20.742188,67.653809,-110.632324,16.018066,-24.169922,8.195801,291.043561,164.850438,263.752952,-162.903863,1.09314285,-28.2870179,31.9682132,52.1803804,,,,,
9.30935407,cycle1_default_to_reload,Reload,319,0,20.632324,67.763672,-110.566406,15.908203,-24.521484,8.195801,290.987738,164.256376,264.154856,-163.005486,1.0523191,-28.0816333,16.1304681,28.6419461,,,,,
9.33444214,cycle1_default_to_reload,Reload,320,0,20.544434,67.851562,-110.478516,15.776367,-24.873047,8.173828,290.914753,163.789302,264.499947,-163.119389,0.923657837,-27.8834267,16.1730726,23.329694,,,,,
9.35953522,cycle1_default_to_reload,Reload,321,0,20.43457,67.961426,-110.412598,15.666504,-25.202637,8.173828,290.87883,163.194095,264.910361,-163.213701,0.887229229,-27.7086683,15.3924723,28.847763,,,,,
9.38471317,cycle1_default_to_reload,Reload,322,0,20.236816,68.15918,-110.258789,15.424805,-25.905762,8.151855,290.74097,162.122684,265.656262,-163.432093,0.721381475,-27.305172,32.1478592,52.1386037,,,,,
9.40981436,cycle1_default_to_reload,Reload,323,0,20.148926,68.24707,-110.170898,15.314941,-26.257324,8.129883,290.684946,161.657861,266.027388,-163.536217,0.620830814,-27.0998298,15.9017454,23.8012374,,,,,
